review_text,rating,len_char,len_word,tokens_clean,clean_text
what happened to the game? I have a Samsung Galaxy Z fold 3 and can't get past the train.,2,89,19,"['happen', 'samsung', 'galaxy', 'fold', 'not', 'get', 'past', 'train']",happen samsung galaxy fold not get past train
"It was a good game in the beginning, but powercreep is here and hp inflation so heroes back then struggle. cause of this I was gonna rate it 2 stars, but when they introduced story skip now it's 4 stars and I get more time!!",4,224,45,"['good', 'begin', 'powercreep', 'health', 'inflation', 'hero', 'back', 'struggle', 'cause', 'gon', 'na', 'rate', 'star', 'introduce', 'story', 'skip', 'star', 'get']",good begin powercreep health inflation hero back struggle cause gon na rate star introduce story skip star get
"have been playing since 1.0, it's just perfect for someone who enjoys the story like me. the overall gameplay is nice and easy to learn too!",5,140,26,"['since', 'perfect', 'someone', 'enjoy', 'story', 'like', 'overall', 'gameplay', 'nice', 'easy', 'learn']",since perfect someone enjoy story like overall gameplay nice easy learn
fun but a very very long story quest,5,36,8,"['fun', 'long', 'story', 'quest']",fun long story quest
saw a lot about people having trouble doing the main quest with old units all I have to say is get good skill issue i have no problem and I still use old units.,5,160,34,"['saw', 'lot', 'people', 'trouble', 'main', 'quest', 'old', 'unit', 'say', 'get', 'good', 'skill', 'issue', 'no', 'problem', 'still', 'use', 'old', 'unit']",saw lot people trouble main quest old unit say get good skill issue no problem still use old unit
"It's an OK RPG, it lacks the ability to easily play around with effective team comps and abilities due to the gatcha and heavy investment of in game resources to make any character usable. I'd recommend any other ""classic"" non micro transaction RPG over this.",3,259,45,"['ok', 'rpg', 'lack', 'ability', 'easily', 'around', 'effective', 'team', 'comp', 'ability', 'due', 'gacha', 'heavy', 'investment', 'resource', 'make', 'character', 'usable', 'recommend', 'classic', 'non', 'micro', 'transaction', 'rpg']",ok rpg lack ability easily around effective team comp ability due gacha heavy investment resource make character usable recommend classic non micro transaction rpg
just got back to the game again. I now understand the bad reviews. This new challenges and events are just quite impossible for my old team to do. it's like the devs really dont want to give the rewards.,1,203,39,"['get', 'back', 'understand', 'bad', 'review', 'new', 'challenge', 'event', 'quite', 'impossible', 'old', 'team', 'like', 'devs', 'really', 'not', 'want', 'give', 'reward']",get back understand bad review new challenge event quite impossible old team like devs really not want give reward
I LOVE THIS GAME A LOT.,5,23,6,"['love', 'lot']",love lot
I am done with the power creep hp inflation I loved the game because this was the game that got me rlly into gacha now it's dead to me and the game might due in 1.5 yrs from now goodbye old friend but ur my enemy,2,212,46,"['do', 'power', 'creep', 'health', 'inflation', 'love', 'get', 'rlly', 'gacha', 'dead', 'might', 'due', 'yr', 'goodbye', 'old', 'friend', 'ur', 'enemy']",do power creep health inflation love get rlly gacha dead might due yr goodbye old friend ur enemy
effing hp inf,1,13,3,"['eff', 'health', 'inf']",eff health inf
Very nice game,5,14,3,['nice'],nice
why this game suddenly crashed although it used to be nice game,1,63,12,"['suddenly', 'crash', 'although', 'use', 'nice']",suddenly crash although use nice
"Unfortunately this game went way down hill around 3.0 amphoreus (although the cracks were showing around 2.7) but then anniversary hit and they really just dropped the ball. Going full pay to win with top-up events and global passives on new characters, forcing you to pull new units or you fall behind. Paried with the drop in quality of the story with bloat, lack of VAs and effort compared to 1.0, it's sad to see how hard this game fell off. Good luck to new players with all the power creep!",1,496,91,"['unfortunately', 'go', 'way', 'hill', 'around', 'amphoreus', 'although', 'crack', 'show', 'around', 'anniversary', 'hit', 'really', 'drop', 'ball', 'go', 'full', 'pay', 'win', 'top', 'event', 'global', 'passives', 'new', 'character', 'force', 'pull', 'new', 'unit', 'fall', 'behind', 'paried', 'drop', 'quality', 'story', 'bloat', 'lack', 'va', 'effort', 'compare', 'sad', 'see', 'hard', 'fell', 'good', 'luck', 'new', 'power', 'creep']",unfortunately go way hill around amphoreus although crack show around anniversary hit really drop ball go full pay win top event global passives new character force pull new unit fall behind paried drop quality story bloat lack va effort compare sad see hard fell good luck new power creep
for losing 50:50 too many times. will delete if my 50:50 win lose ratio is at least 50% in the future >:(,1,105,22,"['lose', 'many', 'time', 'delete', 'win', 'lose', 'ratio', 'least', 'future']",lose many time delete win lose ratio least future
"The power creep in this game is insane. The good thing is that I'm not playing for the endgame but the characters (Although I quit after the worst story experience in 3.0) I'm not a lore player, I'm just like the characters & want to know more about them. Come back after knowing that I can finally be able to skip useless NPC & characters that I don't care about. As a casual Tall Adult Male/Female Characters collector, this game is more fun than the other games.",5,465,87,"['power', 'creep', 'insane', 'good', 'thing', 'not', 'endgame', 'character', 'although', 'quit', 'bad', 'story', 'experience', 'not', 'lore', 'like', 'character', 'want', 'know', 'come', 'back', 'know', 'finally', 'able', 'skip', 'useless', 'npc', 'character', 'not', 'care', 'casual', 'tall', 'adult', 'male', 'female', 'character', 'collector', 'fun']",power creep insane good thing not endgame character although quit bad story experience not lore like character want know come back know finally able skip useless npc character not care casual tall adult male female character collector fun
"Very good animation and design character, support many languages, platform. Have many post content forum and guide in HoyoLab app. Just be prepare for F2P player, because the endgame content is hard. Although the recently story is boring.",5,238,38,"['good', 'animation', 'design', 'character', 'support', 'many', 'language', 'platform', 'many', 'post', 'forum', 'guide', 'hoyolab', 'app', 'prepare', 'free_to_play', 'endgame', 'hard', 'although', 'recently', 'story', 'boring']",good animation design character support many language platform many post forum guide hoyolab app prepare free_to_play endgame hard although recently story boring
"This game gives you a gambling addiction, but trust me, it's so worth it (don't spend money on the game unless it's really worth it. I'm in debt..)",5,147,28,"['give', 'gamble', 'addiction', 'trust', 'worth', 'not', 'spend', 'money', 'unless', 'really', 'worth', 'debt']",give gamble addiction trust worth not spend money unless really worth debt
resources update is crashing. re installing not working,1,55,8,"['resource', 'update', 'crash', 'instal', 'not', 'work']",resource update crash instal not work
"well, skill and management issue, git gut. game is okay-ish",4,59,10,"['well', 'skill', 'management', 'issue', 'git', 'gut', 'okay', 'ish']",well skill management issue git gut okay ish
Spent all 2400 trailblaze power and only got 2 useful artifacts. I'm quitting. I'm done. luck base? nah this is pure bad luck.,1,126,23,"['spent', 'trailblaze', 'power', 'get', 'useful', 'artifact', 'quit', 'do', 'luck', 'base', 'nah', 'pure', 'bad', 'luck']",spent trailblaze power get useful artifact quit do luck base nah pure bad luck
Love this game 2 death,5,22,5,"['love', 'death']",love death
"Lots of better fish in the sea out there, boys. Take my word and don't waste your time on this, you deserve better.",1,115,23,"['lot', 'well', 'fish', 'sea', 'boy', 'take', 'word', 'not', 'waste', 'deserve', 'good']",lot well fish sea boy take word not waste deserve good
Too many powercreeps even till now and some 5 star characters in the story are useless yet they're considered 5 stars and some characters needed eidolon and lc just to make them effective and endgame modes aren't skill checks but money checks,1,242,42,"['many', 'powercreeps', 'even', 'till', 'character', 'story', 'useless', 'yet', 'consider', 'star', 'character', 'need', 'eidolon', 'lc', 'make', 'effective', 'endgame', 'mode', 'skill', 'check', 'money', 'check']",many powercreeps even till character story useless yet consider star character need eidolon lc make effective endgame mode skill check money check
"this game is good, but i want to ravamp Seele 😭😭 she's my favorite the Hunt character.. she's so useless in amphoreus",5,117,22,"['good', 'want', 'ravamp', 'seele', 'favorite', 'hunt', 'character', 'useless', 'amphoreus']",good want ravamp seele favorite hunt character useless amphoreus
"Hey developers, I recently started to experience extreme flickering on my screen and all my characters are uncanny and creepy and even some of them doesn't even have a head. Please fix this bug...If it's because of my phone... please lower the requirement too because My phone is 6GB RAM which is a phone from 2016... please fix it...I don't want my progress ended there and my recent 5 star is Castorice (F2p)",5,410,73,"['hey', 'developer', 'recently', 'start', 'experience', 'extreme', 'flicker', 'screen', 'character', 'uncanny', 'creepy', 'even', 'not', 'even', 'head', 'please', 'fix', 'bug', 'phone', 'please', 'lower', 'requirement', 'phone', 'gb', 'ram', 'phone', 'please', 'fix', 'not', 'want', 'progress', 'end', 'recent', 'castorice', 'free_to_play']",hey developer recently start experience extreme flicker screen character uncanny creepy even not even head please fix bug phone please lower requirement phone gb ram phone please fix not want progress end recent castorice free_to_play
